,Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,cleaned_post_body,sentiment
96,UN Environment Programme,@UNEP,"https://pbs.twimg.com/media/DyT29ZPX4AEHnXl.jpg, https://pbs.twimg.com/media/DyT29ZPX4AEHnXl.jpg, https://pbs.twimg.com/media/DyT29ZPX4AEHnXl.jpg",142,211,5,563,https://x.com/UNEP/status/1091652449213984768,https://x.com/UNEP,"Here are TEN facts that climate activists don't want you to know:

â Just because something is published in a journal does not necessarily guarantee the research findings are correct. Recall when an ocean acidification study was retracted for containing fraudulent data?

â",02-02-2019,2019-02-02T11:00:00.000Z,ten fact climate activist dont want know something published journal necessarily guarantee research finding correct recall ocean acidification study retracted containing fraudulent data,NEGATIVE
97,UN Environment Programme,@UNEP,"https://pbs.twimg.com/ext_tw_video_thumb/1048486326629228544/pu/img/HoPJDQvt74XsApYS.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1048486326629228544/pu/img/HoPJDQvt74XsApYS.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1048486326629228544/pu/img/HoPJDQvt74XsApYS.jpg",188,248,3,3400,https://x.com/UNEP/status/1048486739407503362,https://x.com/UNEP,"The relationship between humans and the environment has always been a complex one. 

As human civilisation has advanced, our capacity to impact the natural environment has grown exponentially. 

Forests have been cut down to make way for cities, rivers polluted by industries, and",10-06-2018,2018-10-06T08:14:53.000Z,relationship human environment always complex one human civilisation advanced capacity impact natural environment grown exponentially forest cut make way city river polluted industry,NEGATIVE
98,UN Environment Programme,@UNEP,"https://pbs.twimg.com/amplify_video_thumb/1105138527807987713/img/9B-UGouUCIzwrUOn.jpg, https://pbs.twimg.com/amplify_video_thumb/1105138527807987713/img/9B-UGouUCIzwrUOn.jpg, https://pbs.twimg.com/amplify_video_thumb/1105138527807987713/img/9B-UGouUCIzwrUOn.jpg",312,454,12,73000,https://x.com/UNEP/status/1105408114541711360,https://x.com/UNEP,"Climate change requires us to work together, be creative and take shared responsibility.  To create a sustainable future, we apply three potent methods:
 Chaordic Stepping Stones: Start with evaluating beliefs, values and strategies incrementally in order to generate",03-12-2019,2019-03-12T10:00:06.000Z,climate change requires u work together creative take shared responsibility create sustainable future apply three potent method chaordic stepping stone start evaluating belief value strategy incrementally order generate,POSITIVE
99,UN Environment Programme,@UNEP,"https://pbs.twimg.com/amplify_video_thumb/1682012878969208840/img/sqooH8e1MQAN-5XQ.jpg, https://pbs.twimg.com/amplify_video_thumb/1682012878969208840/img/sqooH8e1MQAN-5XQ.jpg, https://pbs.twimg.com/amplify_video_thumb/1682012878969208840/img/sqooH8e1MQAN-5XQ.jpg",183,347,42,39000,https://x.com/UNEP/status/1683099645759696896,https://x.com/UNEP,"We need to go for green  to #RecoverBetter 

A Global Recovery Observatory report identifies  core green policy areas that can
deliver the economic returns needed for a strong recovery while 
addressing pressing environmental & social concerns: http://bit.ly/3rz4Kyl",23-07-2023,2023-07-23T13:00:00.000Z,need go green recoverbetter global recovery observatory report identifies core green policy area deliver economic return needed strong recovery addressing pressing environmental social concern httpbitlyrzkyl,NEGATIVE
100,UN Environment Programme,@UNEP,"https://pbs.twimg.com/amplify_video_thumb/1251800260948774912/img/6oovAXdqNtgvCzxE.jpg, https://pbs.twimg.com/amplify_video_thumb/1251800260948774912/img/6oovAXdqNtgvCzxE.jpg, https://pbs.twimg.com/amplify_video_thumb/1251800260948774912/img/6oovAXdqNtgvCzxE.jpg",113,227,8,16000,https://x.com/UNEP/status/1425433005091344387,https://x.com/UNEP,"Action #ForNature
=
#ClimateAction

 Healthy ecosystems can provide 37% of the mitigation needed to limit global temperature rise.

 While damaged ecosystems release carbon instead of storing it.",08-11-2021,2021-08-11T12:24:46.000Z,action fornature climateaction healthy ecosystem provide mitigation needed limit global temperature rise damaged ecosystem release carbon instead storing,NEGATIVE
101,Chris Martz,@ChrisMartzWX,,201,422,14,26000,https://x.com/ChrisMartzWX/status/1673902135342436352,https://x.com/ChrisMartzWX,"Thereâs a lot we can do to ensure we're prepared as weather extremes intensify. The bottom line, though, is that we have to cut fossil fuels. There's no way around that if we want to stay safe. 

https://talkingclimate.ca/p/more-green-energy-is-powering-theâ¦",28-06-2023,2023-06-28T03:52:23.000Z,there lot ensure prepared weather extreme intensify bottom line though cut fossil fuel there way around want stay safe httpstalkingclimatecapmoregreenenergyispoweringthe,NEGATIVE
102,Rosmel RodrÃ­guez,@Ros_Rodriguez_,,303,701,35,49000,https://x.com/Ros_Rodriguez_/status/1675404176589746176,https://x.com/Ros_Rodriguez_,"About global warming 

Global warming refers to the long-term rise in the average temperature of the Earth's climate system, driven largely by human-induced emissions of greenhouse gases. Here's an overview based on current understanding:

Causes:

Greenhouse Gases: The primary",07-02-2023,2023-07-02T07:20:57.000Z,global warming global warming refers longterm rise average temperature earth climate system driven largely humaninduced emission greenhouse gas here overview based current understanding cause greenhouse gas primary,POSITIVE
103,Society Groom,@grinnaija,,2,3,20,60,https://x.com/grinnaija/status/1833141438156042718,https://x.com/grinnaija,"wtp1952

Predicted by Scientists - The long-term effect of climate change will include:
A decrease in sea ice & an increase in permafrost thawing
An increase in heat waves and heavy precipitation
Decreased water resources in semi-arid regions.

Here are some of the regional",09-09-2024,2024-09-09T13:52:31.000Z,wtp predicted scientist longterm effect climate change include decrease sea ice increase permafrost thawing increase heat wave heavy precipitation decreased water resource semiarid region regional,NEGATIVE
104,UN Environment Programme,@UNEP,,113,187,15,286,https://x.com/UNEP/status/1369670403510173698,https://x.com/UNEP,"In 2023, we witnessed the hottest year on record, with the past decade marking the 10 hottest years since we began keeping records.

For decades climate scientists warned us that we could not allow global average temperatures to reach 1.5Â°C above pre-industrial levels without",03-10-2021,2021-03-10T15:24:06.000Z,witnessed hottest year record past decade marking hottest year since began keeping record decade climate scientist warned u could allow global average temperature reach c preindustrial level without,POSITIVE
105,UN Environment Programme,@UNEP,https://pbs.twimg.com/amplify_video_thumb/1140221878352695296/img/WtIGgF56ZOj1EbJk.jpg,103,239,6,592,https://x.com/UNEP/status/1333032966994362369,https://x.com/UNEP,"Solutions: halve your fossil fuels emissions, leave trees and forests to grow, choose a plant based diet, grow your own, get solar panels and ebikes, buy less, local and circular, stop using chemical fertilizer and pesticides, regenerate 30% for nature, all by 2030. Beautiful",29-11-2020,2020-11-29T13:00:00.000Z,solution halve fossil fuel emission leave tree forest grow choose plant based diet grow get solar panel ebikes buy le local circular stop using chemical fertilizer pesticide regenerate nature beautiful,NEGATIVE
106,Robin Monotti,@robinmonotti,"https://pbs.twimg.com/media/F6svY3TXwAAfcdM?format=jpg&name=900x900, https://pbs.twimg.com/media/F6svY3TXwAAfcdM?format=jpg&name=900x900",12000,25000,622,3600000,https://x.com/robinmonotti/status/1705508990665253295,https://x.com/robinmonotti,"UN Secretary-General @antonioguterres and @UN have a plan for creating a more resilient economy in response to economic breakdown. They propose six criteria for a green recovery. #ClimateAction 
Read more: https://bit.ly/UNchief-urges 
#EarthDay2020 #ClimateChange #Sustainability",23-09-2023,2023-09-23T09:06:44.000Z,un secretarygeneral antonioguterres un plan creating resilient economy response economic breakdown propose six criterion green recovery climateaction read httpsbitlyunchiefurges earthday climatechange sustainability,NEGATIVE
107,Robin Monotti,@robinmonotti,"https://pbs.twimg.com/media/F3jWhuHXMAA8FKa?format=jpg&name=900x900, https://pbs.twimg.com/media/F3jWhuHXMAA8FKa?format=jpg&name=900x900",13000,22000,473,2300000,https://x.com/robinmonotti/status/1691337615587332096,https://x.com/robinmonotti,"Energy demand can be met efficiently and equitably with low-carbon energy as renewables become more affordable.

Full insights from UNEP's 2023 #EmissionsGap Report: https://unep.org/resources/emissions-gap-report-2023â¦",15-08-2023,2023-08-15T06:34:45.000Z,energy demand met efficiently equitably lowcarbon energy renewables become affordable full insight uneps emissionsgap report httpsuneporgresourcesemissionsgapreport,POSITIVE
108,Robin Monotti,@robinmonotti,"https://pbs.twimg.com/media/F5iLwwcXIAAe64C?format=jpg&name=900x900, https://pbs.twimg.com/media/F5iLwwcXIAAe64C?format=jpg&name=900x900",10000,21000,501,2500000,https://x.com/robinmonotti/status/1700262536921088462,https://x.com/robinmonotti,"Our recent discussion* on India's position as the world's third-largest emitter of greenhouse gases (GHGs) sparked a valuable discussion within our community. Concerns were raised about per-capita emissions and historical emissions of developed countries, and how India's path to",09-08-2023,2023-09-08T21:39:12.000Z,recent discussion india position world thirdlargest emitter greenhouse gas ghgs sparked valuable discussion within community concern raised percapita emission historical emission developed country india path,POSITIVE
109,Prof. Katharine Hayhoe,@KHayhoe,"https://pbs.twimg.com/media/GQ7mX10WAAAs7L8?format=jpg&name=small, https://pbs.twimg.com/media/GQ7mX10WAAAs7L8?format=jpg&name=small",111,221,17,16000,https://x.com/KHayhoe/status/1805633891161567586,https://x.com/KHayhoe,"To create a detailed simulation envisioning a scenario where the Unified Global Governance (UGG) system is fully implemented, Iâll simulate metrics, values, percentages, and ratios across various categories such as governance, societal well-being, environmental sustainability,",25-06-2024,2024-06-25T16:07:21.000Z,create detailed simulation envisioning scenario unified global governance ugg system fully implemented ill simulate metric value percentage ratio across various category governance societal wellbeing environmental sustainability,POSITIVE
110,UN Climate Change,@UNFCCC,"https://pbs.twimg.com/media/D6nwn3cXoAAX1U4.jpg, https://pbs.twimg.com/media/D6nwn3cXoAAX1U4.jpg, https://pbs.twimg.com/media/D6nwn3cXoAAX1U4.jpg",243,227,9,11000,https://x.com/UNFCCC/status/1130080661753147392,https://x.com/UNFCCC,"The Sustainable Development Goals (SDGs) remind us of this responsibility. Goals such as SDG 6 (Clean Water and Sanitation), SDG 13 (Climate Action), and SDG 15 (Life on Land) urge us to protect our natural resources and ecosystems. â¸/Â¹âµ",19-05-2019,2019-05-19T12:00:00.000Z,sustainable development goal sdgs remind u responsibility goal sdg clean water sanitation sdg climate action sdg life land urge u protect natural resource ecosystem,NEGATIVE
111,ATC Spaces,@ATC_SPACES,"https://pbs.twimg.com/media/GXbFTnfbwAAZilg?format=jpg&name=small, https://pbs.twimg.com/media/GXbFTnfbwAAZilg?format=jpg&name=small",6,48,57,1700,https://x.com/ATC_SPACES/status/1834870848572080431,https://x.com/ATC_SPACES,"Climate change presents bureaucrats and political opportunists a Goldilocks issue to use the scientific community to rally overwhelming support from the general public to pass legislation that places restrictions on our daily activities and consumption habits, ultimately setting",14-09-2024,2024-09-14T08:24:35.000Z,climate change present bureaucrat political opportunist goldilocks issue use scientific community rally overwhelming support general public pas legislation place restriction daily activity consumption habit ultimately setting,NEGATIVE
112,we the people (#wtpBLUE),@wtpBLUE,"https://pbs.twimg.com/media/Fxk-8XUWcAADpye?format=png&name=small, https://pbs.twimg.com/media/Fxk-8XUWcAADpye?format=png&name=small",255,262,23,7400,https://x.com/wtpBLUE/status/1664430844897816576,https://x.com/wtpBLUE,"An approach that contributes to mitigating / solving climate change is to do an environmental & social impact assessment, both at strategic and project levels to make sure that environmental / ecological / biodiversity and social interests are fully taken into account when",06-02-2023,2023-06-02T00:36:51.000Z,approach contributes mitigating solving climate change environmental social impact assessment strategic project level make sure environmental ecological biodiversity social interest fully taken account,POSITIVE
113,Dr. Jill Stein,@DrJillStein,"https://pbs.twimg.com/media/GLzlPgQXwAACj0Z?format=jpg&name=small, https://pbs.twimg.com/media/GLzlPgQXwAACj0Z?format=jpg&name=small",169,328,27,9800,https://x.com/DrJillStein/status/1782552160883949639,https://x.com/DrJillStein,"From Kenya to Brazil to Afghanistan 
floods are killing hundreds and many missing 
Warmer air can  hold around 7% more moisture for every 1C of temperature rise and we are already 1.5 C above pre industrial levels
This only gets worse and much worse every year",22-04-2023,2024-04-22T23:28:48.000Z,kenya brazil afghanistan flood killing hundred many missing warmer air hold around moisture every c temperature rise already c pre industrial level get worse much worse every year,NEGATIVE
114,Florence Micoud,@GreenFlorence,"https://pbs.twimg.com/ext_tw_video_thumb/1828726471466024960/pu/img/XwXSk09RgvFxXJKV.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1828726471466024960/pu/img/XwXSk09RgvFxXJKV.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1828726471466024960/pu/img/XwXSk09RgvFxXJKV.jpg",142,300,18,62,https://x.com/GreenFlorence/status/1833746412364042535,https://x.com/GreenFlorence,"Comprehensive Emissions Reduction
 

Reducing greenhouse gas emissions requires a clear focus on all areas of impact. 

Scope 1 emissions cover direct emissions from company-owned or controlled sources, such as facilities and vehicles. Scope 2 includes indirect emissions from",09-11-2024,2024-09-11T05:56:28.000Z,comprehensive emission reduction reducing greenhouse gas emission requires clear focus area impact scope emission cover direct emission companyowned controlled source facility vehicle scope includes indirect emission,NEGATIVE
115,Vanessa Nakate,@vanessa_vash,https://pbs.twimg.com/media/GVU0BDYXQAAEd7Z?format=jpg&name=small,115,315,7,9200,https://x.com/vanessa_vash/status/1825422426584281472,https://x.com/vanessa_vash,"Renewable energy penetration is increasing rapidly, but energy use is offsetting it
Unless people in human society reduce their energy use, the rapid progress of global warming will not be able to be controlled.
People in human society still have a weak sense of crisis, are",19-08-2024,2024-08-19T06:39:55.000Z,renewable energy penetration increasing rapidly energy use offsetting unless people human society reduce energy use rapid progress global warming able controlled people human society still weak sense crisis,POSITIVE
116,EnergyBoom,@EnergyBoom,"https://pbs.twimg.com/ext_tw_video_thumb/1252895132996829184/pu/img/JUal_3ZNY9RsMB9r.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1252895132996829184/pu/img/JUal_3ZNY9RsMB9r.jpg, https://pbs.twimg.com/ext_tw_video_thumb/1252895132996829184/pu/img/JUal_3ZNY9RsMB9r.jpg",314,5100,8,58000,https://x.com/EnergyBoom/status/1252895669221761025,https://x.com/EnergyBoom,"ESS
-Environmental perspectives
-Historical of Environmental movement
-System diagrams, input, output, storage, flows, transfers and transformations
-Feedback loop
-Ecosystem equilibrium
-Tipping point, resilience and models
-Sustainability and its pillars",22-04-2020,2020-04-22T09:42:59.000Z,es environmental perspective historical environmental movement system diagram input output storage flow transfer transformation feedback loop ecosystem equilibrium tipping point resilience model sustainability pillar,POSITIVE
117,UN Environment Programme,@UNEP,"https://pbs.twimg.com/media/F_wTH_MXMAAIkHL?format=jpg&name=small, https://pbs.twimg.com/media/F_wTH_MXMAAIkHL?format=jpg&name=small",119,220,42,18000,https://x.com/UNEP/status/1728277388495110424,https://x.com/UNEP,"To limit warming to 1.5Â°C, countries must aim for:

 A near total phase-out of coal production & use by 2040
 At minimum, a combined reduction in oil & gas production & use by 3/4 by 2050

More insights from the 2023 #ProductionGap Report: https://unep.org/news-and-stories/press-release/governments-plan-produce-double-fossil-fuels-2030-15degc-warmingâ¦",25-11-2023,2023-11-25T05:00:13.000Z,limit warming c country must aim near total phaseout coal production use minimum combined reduction oil gas production use insight productiongap report httpsuneporgnewsandstoriespressreleasegovernmentsplanproducedoublefossilfuelsdegcwarming,NEGATIVE
118,Swaminathan Padmanabhan,@swaminathankp,,231,1500,43,224000,https://x.com/swaminathankp/status/1762069243972272570,https://x.com/swaminathankp,"Climate tipping points not expected until 2050 already happening
Amazon now emitting more CO2 than it absorbs
Methane release from frozen soil and ocean floor close to brink
Large chunk of Greenland ice close to collapse 
Gulf stream shut down much closer
Arctic summer ice soon G",26-02-2024,2024-02-26T10:57:00.000Z,climate tipping point expected already happening amazon emitting co absorbs methane release frozen soil ocean floor close brink large chunk greenland ice close collapse gulf stream shut much closer arctic summer ice soon g,NEGATIVE
119,TheCrafteeKitty,@CrafteeThe,,175,1,1,11,https://x.com/CrafteeThe/status/1835050064508854414,https://x.com/CrafteeThe,"To avoid the worst impacts of #ClimateChange, investments are needed into alternative energy sources that are;
 clean
 accessible
 affordable
 sustainable and
 reliable.

5 reasons why renewable energy is a great alternative",14-09-2024,2024-09-14T20:16:43.000Z,avoid worst impact climatechange investment needed alternative energy source clean accessible affordable sustainable reliable reason renewable energy great alternative,POSITIVE
120,yussif,@carddy_1,,147,400,1,7,https://x.com/carddy_1/status/1834287882309189982,https://x.com/carddy_1,"The world is still well off-track to keep 1.5c alive. We need:

- more ambitious emissions reduction targets backed by sector plans

- rapid scale-up of renewables & agreement to phase out unabated fossil fuels

- a plan to deploy trillions in finance",09-12-2024,2024-09-12T17:48:05.000Z,world still well offtrack keep c alive need ambitious emission reduction target backed sector plan rapid scaleup renewables agreement phase unabated fossil fuel plan deploy trillion finance,NEGATIVE
121,Chris Martz,@ChrisMartzWX,,119,434,54,12000,https://x.com/ChrisMartzWX/status/1783671681816375396,https://x.com/ChrisMartzWX,"What about fires, sea level rise, tipping point catastrophes? 

- Well-managed forests survive fires fine

- 0.6 m (2 ft) sea level rise over 100 years very manageable

- Wars, disease, asteroids are far, far greater threat

Links:",26-04-2024,2024-04-26T01:37:22.000Z,fire sea level rise tipping point catastrophe wellmanaged forest survive fire fine ft sea level rise year manageable war disease asteroid far far greater threat link,NEGATIVE
122,Simone Filippini,@SimoneFilippini,,207,400,100,18,https://x.com/SimoneFilippini/status/1835149409664860500,https://x.com/SimoneFilippini,"Itâs fossil fuels & factory farming & massive forest fires threatening life on earth We need a solar & green New Deal, with a Civilian Conservation Corps to prevent 4 million acres a year in forest fires & plant billion trees to capture carbon dioxide.https://portside.org/2018-10-09/fossil-fuels-are-threat-civilization-new-un-report-concludesâ¦",15-09-2024,2024-09-15T02:51:29.000Z,fossil fuel factory farming massive forest fire threatening life earth need solar green new deal civilian conservation corp prevent million acre year forest fire plant billion tree capture carbon dioxidehttpsportsideorgfossilfuelsarethreatcivilizationnewunreportconcludes,NEGATIVE
123,GO GREEN,@ECOWARRIORSS,"data:,",295,340,127,17000,https://x.com/ECOWARRIORSS/status/1789792546148762073,https://x.com/ECOWARRIORSS,"Future-proofing sustainable recovery and sustainable development is only possible when sound environmental responses, plans and policies are given the importance they deserve. 

 #GlobalGoals that will be vital for a truly sustainable recovery

https://unenvironment.org/news-and-stories/story/covid-19-four-sustainable-development-goals-help-future-proof-globalâ¦",05-12-2024,2024-05-12T22:59:30.000Z,futureproofing sustainable recovery sustainable development possible sound environmental response plan policy given importance deserve globalgoals vital truly sustainable recovery httpsunenvironmentorgnewsandstoriesstorycovidfoursustainabledevelopmentgoalshelpfutureproofglobal,NEGATIVE
124,"Monari, Peter Joseph Ph.D",@MonariPeterJ,https://pbs.twimg.com/media/GXRynTnXkAA8udb?format=png&name=small,196,200,130,19,https://x.com/MonariPeterJ/status/1834217125377913032,https://x.com/MonariPeterJ,"The climate crisis is a threat to sustainable development. 
 
CO2 concentration,
temperatures,
ocean acidification & heat,
sea-level rise, all have inter-connected impacts on the #GlobalGoals. 

More in new @WMO report: https://bit.ly/3AAWJ04",09-12-2024,2024-09-12T13:06:55.000Z,climate crisis threat sustainable development co concentration temperature ocean acidification heat sealevel rise interconnected impact globalgoals new wmo report httpsbitlyaawj,NEGATIVE
125,Muskan,@Muskan_nnn,,207,111,115,781,https://x.com/Muskan_nnn/status/1833140888983503065,https://x.com/Muskan_nnn,"Unless We Cut Emissions, Ice Sheets, Forests and Ocean Currents Are Headed for Catastrophe

Hundreds  of scientists warn that the world must rapidly phase out planet-warming  emissions to avoid crossing dangerous climate âtipping points",09-09-2024,2024-09-09T13:50:20.000Z,unless cut emission ice sheet forest ocean current headed catastrophe hundred scientist warn world must rapidly phase planetwarming emission avoid crossing dangerous climate tipping point,NEGATIVE
126,one earth(minoru .T),@EarthKikashi,,168,145,57,38,https://x.com/EarthKikashi/status/1832714519174582341,https://x.com/EarthKikashi,"Like the vast majority of people, I care about nature conservation and protecting ecosystems. But I have no time for cover-ups of pollution while counterproductive net zero solutions are enforced by private jet flying leaders for corporate or political agendas.

It is also",09-08-2024,2024-09-08T09:36:06.000Z,like vast majority people care nature conservation protecting ecosystem time coverups pollution counterproductive net zero solution enforced private jet flying leader corporate political agenda also,NEGATIVE
127,Natsu,@tsuna_jj,,281,174,1,34,https://x.com/tsuna_jj/status/1833897413754675343,https://x.com/tsuna_jj,A goal of slashing GHG emissions to levels that the UN claims are necessary to limit warming to 1.5Â°C means depriving billions of energyâbecause fossil fuels are by far the lowest-cost source of reliable energy for most of the world. Unreliable solar and wind canât come close.,09-11-2024,2024-09-11T15:56:30.000Z,goal slashing ghg emission level un claim necessary limit warming c mean depriving billion energybecause fossil fuel far lowestcost source reliable energy world unreliable solar wind cant come close,NEGATIVE
128,UN Environment Programme,@UNEP,,185,324,74,78000,https://x.com/UNEP/status/1722177090928189894,https://x.com/UNEP,Yes I agree to all  of this. But we also require big changes to systems such as fossil free energy. 'Carbon footprint' was a concept created by the fossil fuels industries to put responsibilities on the shoulders of the individual.,11-08-2023,2023-11-08T08:59:49.000Z,yes agree also require big change system fossil free energy carbon footprint concept created fossil fuel industry put responsibility shoulder individual,NEGATIVE
129,GO GREEN,@ECOWARRIORSS,,120,192,14,842,https://x.com/ECOWARRIORSS/status/1423648004473556995,https://x.com/ECOWARRIORSS,"We broke down the six measures that comprise the so-called ""Ecological Footprint"" and found that five of the six, including food and forestry, were either in balance or surplus. The only thing ""out of balance"" was humankind's carbon emissions.",08-06-2021,2021-08-06T14:11:49.000Z,broke six measure comprise socalled ecological footprint found five six including food forestry either balance surplus thing balance humankind carbon emission,NEGATIVE
130,UN Environment Programme,@UNEP,,141,302,39,27000,https://x.com/UNEP/status/1610984606391586816,https://x.com/UNEP,"âAchieving net zero CO2 and greenhouse gas emissions requires systems transformations across all sectors and contexts, including scaling up renewable energy while phasing out all unabated fossil fuels, ending deforestation, reducing non-CO2 emissions and implementing both supply",01-05-2023,2023-01-05T13:00:35.000Z,achieving net zero co greenhouse gas emission requires system transformation across sector context including scaling renewable energy phasing unabated fossil fuel ending deforestation reducing nonco emission implementing supply,POSITIVE
131,Rt Hon Lord Alok Sharma,@AlokSharma_RDG,,355,791,275,73000,https://x.com/AlokSharma_RDG/status/1700185037684002943,https://x.com/AlokSharma_RDG,"Healthy ecosystems play a crucial role in preventing environmental disasters & mitigate #climatechange as well as reducing their harmful impacts.

Nations call for increased investments in ecosystem-based solutions for disaster prevention
#GP2019Geneva",09-08-2023,2023-09-08T16:31:15.000Z,healthy ecosystem play crucial role preventing environmental disaster mitigate climatechange well reducing harmful impact nation call increased investment ecosystembased solution disaster prevention gpgeneva,POSITIVE
132,Michael Shellenberger,@shellenberger,"https://pbs.twimg.com/media/EoCbAqmVcAExBis?format=jpg&name=360x360, https://pbs.twimg.com/media/EoCbAqmVcAExBis?format=jpg&name=360x360",39,222,5,12000,https://x.com/shellenberger/status/1344020210416668672,https://x.com/shellenberger,"No, we need to make a faster than expected transition to renewables, stop all deforestation, work hard to store carbon in soils and oceans, stop and reverse the rise in methane and other GHG emissions, and focus our civilisation on public good rather than blind GDP growth.",30-12-2020,2020-12-29T20:39:23.000Z,need make faster expected transition renewables stop deforestation work hard store carbon soil ocean stop reverse rise methane ghg emission focus civilisation public good rather blind gdp growth,NEGATIVE
133,Tim Canova,@Tim_Canova,,103,172,5,29000,https://x.com/Tim_Canova/status/1050232598889472000,https://x.com/Tim_Canova,"Repairing damaged ecosystems and cutting greenhouse gas emissions dramatically and immediately would spare billions of people from illness, poverty, displacement and death, a major new U.N. report finds.
https://n.pr/3pofpwE",10-11-2018,2018-10-11T03:52:18.000Z,repairing damaged ecosystem cutting greenhouse gas emission dramatically immediately would spare billion people illness poverty displacement death major new un report find httpsnprpofpwe,NEGATIVE
134,UN Environment Programme,@UNEP,,92,244,8,3900,https://x.com/UNEP/status/1269549980697706496,https://x.com/UNEP,"When it comes to fossil fuels, we must recognize that transitioning to renewable energy is important, but it needs to be done in a way that ensures energy reliability and affordability. Renewables like wind and solar are promising, but they still face challenges with storage and",06-07-2020,2020-06-07T08:41:17.000Z,come fossil fuel must recognize transitioning renewable energy important need done way ensures energy reliability affordability renewables like wind solar promising still face challenge storage,NEGATIVE
135,United Nations,@UN,https://pbs.twimg.com/media/E_6K7ipVIAIQsf-?format=jpg&name=small,99,312,23,7200,https://x.com/UN/status/1440741694157119498,https://x.com/UN,"You're taking things backward and analyzing them based on the results instead of taking them at the source and adapting them to your models. You look at the consequences without changing their cause.
Everyone is vulnerable to drought or weather extremes; the evolution of",22-09-2021,2021-09-22T18:16:02.000Z,youre taking thing backward analyzing based result instead taking source adapting model look consequence without changing cause everyone vulnerable drought weather extreme evolution,NEGATIVE
136,GO GREEN,@ECOWARRIORSS,,144,234,237,46000,https://x.com/ECOWARRIORSS/status/1732550082006860218,https://x.com/ECOWARRIORSS,"A clear overview by @CarbonBrief, if you don't want to read the IPCC original. 
Key point is that global emissions must drop immediately and rapidly if we want to prevent a climate disaster - by about half by 2030 for scenarios limiting warming to 1.5C.",12-07-2023,2023-12-06T23:58:23.000Z,clear overview carbonbrief dont want read ipcc original key point global emission must drop immediately rapidly want prevent climate disaster half scenario limiting warming c,NEGATIVE
137,Akritii,@1_Akriti_,,2,58,65,408,https://x.com/1_Akriti_/status/1835015338053820900,https://x.com/1_Akriti_,"Climate-related disasters have profound economic consequences, they lead to serious security challenges & undermine the #GlobalGoals. See how @UNDP is helping countries strengthen their climate change resilience.",14-09-2024,2024-09-14T17:58:44.000Z,climaterelated disaster profound economic consequence lead serious security challenge undermine globalgoals see undp helping country strengthen climate change resilience,NEGATIVE
138,James Melville,@JamesMelville,,76,197,13,7800,https://x.com/JamesMelville/status/1801147090300514433,https://x.com/JamesMelville,"3/To reduce the frequency of extreme weather shocks like Cyclones,bold acceleration towards more sustainable methods of generating energy,manufacturing goods, transportation,urban development, & farming need to be taken by all countries. Net zero emissions by 2050 is the target.",13-06-2024,2024-06-13T06:58:24.000Z,reduce frequency extreme weather shock like cyclonesbold acceleration towards sustainable method generating energymanufacturing good transportationurban development farming need taken country net zero emission target,NEGATIVE
139,Alex Epstein,@AlexEpstein,,31,180,5,238,https://x.com/AlexEpstein/status/1455863591605731334,https://x.com/AlexEpstein,"In the last 20 years, energy consumption has increased by 85% and is responsible for about 25% of greenhouse gas emissions. In Southeast Asia, where demand is expected to double by 2040, solar projects are highly necessary.
https://cnb.cx/2yJW3eo

Created for @Total #ad",11-03-2021,2021-11-03T11:45:03.000Z,last year energy consumption increased responsible greenhouse gas emission southeast asia demand expected double solar project highly necessary httpscnbcxyjweo created total ad,NEGATIVE
140,Teach Cartel,@TeahCartel,,2,7,1,255,https://x.com/TeahCartel/status/1832985292141183481,https://x.com/TeahCartel,HI JUST SO YALL KNOW the UN said we need to cut our carbon dioxide emissions to half the levels of 2010 BY 2030 or we face severe IRREVERSIBLE effects of climate change. more extreme natural disasters. longer droughts. crop failure. famine. this is real. do what u can to help.,01-09-2024,2024-09-09T03:32:03.000Z,hi yall know un said need cut carbon dioxide emission half level face severe irreversible effect climate change extreme natural disaster longer drought crop failure famine real u help,NEGATIVE
141,Unto This Last,@UntoThislast2,,91,19,6,21,https://x.com/UntoThislast2/status/1834152123623145585,https://x.com/UntoThislast2,"By 2030, the world will require 
40% more water
50% more food
40% more energy
40% more timber & fibre. 
The only way we can meet these demands is by managing our ecosystems smartly & sustainably. http://bit.ly/2Nj4W0D",01-09-2024,2024-09-12T08:48:37.000Z,world require water food energy timber fibre way meet demand managing ecosystem smartly sustainably httpbitlynjwd,POSITIVE
142,Michael Shellenberger,@shellenberger,,180,1300,19,91000,https://x.com/shellenberger/status/1610056892935737350,https://x.com/shellenberger,"By switching to sustainable alternatives we can SAVE $26 trillion by 2030. Investing in sustainable energy is the only sensible thing to do for our economy AND more importantly, our planet.",01-03-2023,2023-01-02T23:34:11.000Z,switching sustainable alternative save trillion investing sustainable energy sensible thing economy importantly planet,POSITIVE
